"","X0477.IgAneg","X0477.IgApos","X0477.IgGneg","X0477.IgGpos","X0477.pre","X7313.IgAneg","X7313.IgApos","X7313.IgGneg","X7313.IgGpos","X7313.pre","X9329.IgAneg","X9329.IgApos","X9329.IgGneg","X9329.IgGpos","X9329.pre","X8489.IgApos","X6095.IgApos","X6095.IgAneg","X6095.pre","X6095.IgGpos","X8489.IgAneg","X6095.IgGneg","X8489.pre","X8489.IgGpos","X8489.IgGneg","X1275.IgApos","X1275.IgAneg","X1275.pre","X9366.IgApos","X9366.IgAneg","X9366.pre","X9366.IgGpos","X9366.IgGneg","X1275.IgGpos","X1275.IgGneg","X2225.IgApos","X2225.IgAneg","X2225.pre","X2225.IgGpos","X2225.IgGneg","X4608.IgApos","X4608.IgAneg","X4608.pre","X4608.IgGpos","X4608.IgGneg","X8296.IgApos","X8296.IgAneg","X8296.pre","X8296.IgGpos","X8296.IgGneg","X3124.IgApos","X3124.IgAneg","X8531.IgApos","X8531.IgAneg","X8531.pre","X8531.IgGpos","X3124.pre","X8531.IgGneg","X3124.IgGpos","X3124.IgGneg"
"ASV92",0,0,0,0,2,0,20,6,28,17,75,51,40,89,99,0,0,0,0,0,0,0,0,10,2,131,4,17,6,0,0,6,0,69,8,6,3,6,4,6,0,0,0,4,0,20,2,8,36,5,0,0,9,0,0,13,0,0,0,0
"ASV93",0,0,0,0,0,7,0,10,0,10,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,221,100,134,40,194,1,3,3,0,1,0,0,21,149,108,219,0,58,0,0
"ASV94",0,0,0,0,0,32,0,25,0,17,0,0,0,6,0,0,35,4,10,29,0,7,0,17,0,43,10,0,25,24,29,36,23,13,0,59,4,26,49,6,13,0,0,7,0,0,5,9,50,14,19,0,14,26,26,12,8,28,18,5
"ASV95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,13,12,60,16,3,18,53,14,7,8,8,20,30,0,17,40,60,8,5,0,0,9,0,36,10,12,50,21,20,21,10,15,40,5,0,43,0,17,0,6,18,18,0
"ASV96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,108,0,22,110,0,0,64,154,52,0,0,0,312,29,53,149,38,0,0,0,16,15,0,11,0,0,0,0,0,85,14,65,114,7,11,19,0,0,0,0,7,0,0,16
"ASV97",8,0,6,0,5,11,2,0,2,8,19,6,13,10,31,2,2,21,12,0,47,11,38,3,29,1,0,0,8,18,10,22,6,0,0,0,3,5,0,4,0,0,0,0,0,46,111,54,11,77,0,0,22,18,24,9,0,21,0,0
"ASV98",2,157,50,112,123,0,32,6,19,10,16,133,0,56,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,8,76,250,62,0,0,0,0,0,0,0,0,0,0
"ASV99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV100",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,6,3,29,2,1,7,31,2,11,0,0,63,78,21,327,31,2,0,41,30,25,51,23,7,0,0,8,6,35,1,10,85,6,12,0,16,4,8,21,5,9,23,0
"ASV101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,315,86,154,94,2,73,57,98,5,29,0,0,299,22,143,242,17,8,0,0,0,6,0,0,11,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0
"ASV102",0,30,4,21,7,40,21,54,20,31,66,8,137,0,31,33,11,12,16,22,32,4,30,30,29,0,19,10,6,23,7,5,22,0,12,0,30,8,0,10,9,8,16,14,14,19,23,14,24,21,0,5,28,0,18,3,9,7,0,16
"ASV103",0,0,0,0,0,104,0,115,0,61,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,58,0,18,10,37,0,0,0,0,0,0,20,18,17,13,17,14,19,0,23
"ASV104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,22,25,15,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV105",0,0,0,0,0,8,8,13,2,5,29,136,17,109,37,5,23,14,10,16,0,16,7,9,6,39,12,14,18,22,17,11,37,16,20,75,9,41,65,17,0,0,0,0,0,14,5,10,15,17,45,6,5,13,12,0,30,6,64,12
"ASV106",0,0,0,0,0,5,5,2,4,8,0,0,0,0,0,0,67,21,39,94,0,20,0,0,0,5,4,0,0,0,0,0,0,12,0,27,9,15,33,10,101,4,51,71,32,0,0,0,0,0,0,0,38,24,47,0,2,25,3,0
"ASV107",0,0,0,9,0,17,6,14,8,19,15,23,14,16,24,5,12,3,5,24,0,0,1,15,0,17,4,7,8,2,0,18,2,28,5,72,11,31,48,7,19,5,15,32,23,27,12,9,26,13,12,3,0,0,0,0,9,0,26,1
"ASV108",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,212,7,71,113,0,23,0,0,0,2,29,33,0,0,0,0,0,3,40,2,20,37,0,16,2,13,13,3,6,0,0,0,0,0,24,60,60,125,120,0,61,114,167,42
"ASV109",0,18,15,0,9,0,0,0,0,0,0,0,0,0,0,0,10,58,35,72,0,23,0,0,0,0,0,0,2,0,0,2,2,0,0,147,372,348,22,471,8,23,24,7,24,11,0,7,0,1,2,17,3,0,3,0,11,2,11,12
"ASV110",0,0,0,0,0,12,37,16,33,17,63,17,89,8,87,88,23,0,7,60,7,2,48,77,22,22,9,15,8,14,4,14,13,20,3,7,5,9,7,7,16,1,11,16,10,23,9,13,17,7,28,1,0,0,0,0,19,0,41,9
"ASV111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV112",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,37,6,0,55,0,0,0,5,11,12,0,0,0,0,0,0,10,3,0,4,0,5,46,145,110,35,89,0,3,5,0,2,17,16,3,46,30,10,17,34,18,21
"ASV113",0,25,10,21,11,11,7,8,6,8,0,0,0,9,0,7,46,1,8,28,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,193,45,79,4,162,155,0,34,413,19,4,0,0,1,1,12,4,7,0,4,0,8,0,4,16
"ASV114",0,0,0,0,0,0,0,0,0,0,17,2,49,7,21,30,22,12,22,18,8,13,15,30,13,10,24,15,30,30,25,13,37,12,14,3,57,19,2,63,0,0,0,0,0,39,13,13,13,19,2,54,0,0,0,0,24,0,4,55
"ASV115",0,11,0,24,21,34,42,52,15,56,38,45,29,5,32,0,48,0,10,73,0,0,0,0,0,88,5,18,0,0,0,0,0,63,8,13,19,24,7,29,80,18,74,29,68,6,0,0,13,0,13,19,0,0,0,0,18,0,8,20
"ASV116",0,0,0,0,0,21,203,43,61,124,46,292,25,118,136,0,37,0,3,19,0,0,1,2,0,0,0,0,79,3,13,90,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,12,168,4,68,2,11,0,5,13,29,1,49,15
"ASV117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,242,0,299,55,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,120,169,19,0,190,0,0
"ASV118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV119",0,5,3,3,1,34,3,47,1,41,0,0,4,0,0,28,12,1,7,11,44,0,41,57,21,21,19,20,8,11,2,9,10,6,20,27,1,27,26,9,3,1,15,11,15,3,1,0,1,1,9,0,0,0,0,0,8,0,22,6
"ASV120",41,138,96,43,52,6,9,9,16,13,0,0,0,0,28,0,24,5,11,72,3,0,0,0,0,7,0,0,0,0,11,20,0,2,0,68,33,50,78,20,33,15,11,21,41,13,12,5,26,4,17,0,69,7,25,44,0,28,10,0
"ASV121",3,0,0,0,0,3,0,8,0,6,0,0,4,0,0,3,24,59,67,10,5,95,0,12,1,7,4,5,22,10,5,1,11,6,0,14,26,23,15,17,14,13,6,49,4,3,17,3,1,9,32,30,7,23,15,0,24,38,7,36
"ASV122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,7,3,0,0,0,0,0,33,134,39,19,73,0,0,0,0,0,13,155,0,0,0,0,71,0,30,125
"ASV123",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,41,56,78,58,0,6,4,8,44,85,2,37,16,0,46,5,17,13,0,47,0,6,6,7,0,0,0,0,10,0,3,3
"ASV124",0,0,0,0,0,0,0,0,0,0,16,0,16,1,13,2,24,67,30,16,7,65,6,4,7,0,0,0,0,0,0,0,0,0,0,5,8,7,8,7,10,63,23,11,52,2,2,3,0,4,3,30,2,25,8,0,22,8,1,15
"ASV125",0,0,0,0,0,0,16,1,6,9,0,17,0,5,4,76,67,11,23,92,14,4,49,81,11,53,0,11,21,1,3,17,0,40,0,27,1,16,24,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,3,3
"ASV126",17,58,32,19,37,2,5,6,0,6,0,0,4,0,0,12,0,0,0,0,12,0,12,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,0,13,0,0,0,0,0,0,0,0,0,0
"ASV127",0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,7,12,96,120,7,135,0,8,0,0,0,0,0,0,32,19,0,21,1,1,0,0,0,0,0,12,114,78,0,0,71,0,0
"ASV128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,47,0,29,16,24,188,29,105,76,99,0,0,0,0,0,0,15,10,20,17,0,4,15,0,4
"ASV129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,176,187,56,95,0,4,0,0,0,0,0,10,4,11,18,0,0,0,0,0,0,6,0,25,0,7,0,6,8,2,0
"ASV130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV131",0,0,0,0,0,0,92,0,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,34,27,0,0,0,0,0,180,16,0,0,0,0,0,14,0,17,15,7,0,0,0,0,0,26,21,0,0,0,0,9,0,3,25
"ASV132",0,0,0,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,22,3,0,77,0,25,0,0,27,6,7,13,13,0,0,2,0,0,0,0,0,0,26,11,0,0,0,0,20,0,74,11
"ASV133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,12,15,3,8,0,10,11,5,8,22,17,10,19,0,0,0,0,0,0,0,0,4,2
"ASV134",6,60,19,5,26,17,7,13,20,22,36,14,5,43,92,14,6,1,2,1,10,0,26,5,15,19,4,7,6,17,21,17,14,13,3,17,5,13,24,7,10,16,21,13,16,18,6,3,41,5,6,0,4,0,1,0,1,3,3,0
"ASV135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV136",0,0,0,0,0,5,2,6,0,3,0,0,0,0,0,0,15,13,21,11,0,19,5,0,0,6,10,10,0,0,0,0,0,3,8,0,27,51,8,27,15,49,74,25,25,0,0,0,0,0,5,14,13,30,31,9,12,27,11,7
"ASV137",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,43,0,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,0,0,0,0,67,0,34,26
"ASV139",60,561,245,31,302,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,24,11,0,0,0,0,0,0,0,0,0,0
"ASV140",0,0,0,0,0,17,20,2,50,12,0,17,0,14,6,2,11,5,8,12,0,9,6,4,1,16,2,0,17,0,0,11,0,8,0,12,12,12,10,9,13,2,6,12,12,9,11,1,7,4,21,13,22,13,17,50,12,17,4,16
"ASV141",0,8,4,2,2,11,0,11,21,16,0,0,0,7,0,5,19,0,4,20,0,3,4,3,6,24,32,26,25,8,11,13,8,49,22,9,7,9,14,9,17,15,18,5,24,41,17,24,43,10,16,2,26,0,7,34,8,6,5,2
"ASV142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,9,0,11,3,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,11,4,14,0,0,8,0,0,0,0,0,0,0
"ASV143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,0,0,0,27,0,7,43,0,10,51,0,11,0,132,131,142,125,145,38,15,45,19,42,37,0,14,118,1,0,6,0,0,0,0,2,0,0,11
"ASV144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,8,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,21,3,2,6,0,0,2,0,0,0,6,0,3,5,0,3,1,0,4
"ASV145",0,37,14,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV146",4,11,4,10,15,32,187,44,73,88,8,20,0,13,19,0,18,0,3,18,0,0,0,0,0,2,0,0,18,0,6,12,0,2,0,72,20,37,57,20,16,0,8,15,0,0,0,0,0,0,59,11,12,1,9,12,30,5,79,16
"ASV147",71,25,55,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,152,84,103,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,308,536,71,426,0,0,0,0,0,0,0,0,0,0
"ASV149",0,0,0,0,0,3,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,3,0,0,0,0,0,0,13,4,2,4,0,28,20,0,0,12,144,5,21,14,0,158,8,8,110
"ASV150",0,0,0,0,0,0,5,2,0,10,0,0,0,0,0,0,10,17,12,15,7,11,1,10,2,12,4,3,14,0,10,23,0,6,2,0,0,2,1,0,54,20,29,49,27,5,7,9,0,2,16,9,39,11,17,138,20,8,27,9
"ASV151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV152",0,0,0,0,0,46,77,63,33,74,6,36,5,21,29,0,0,0,0,0,0,0,0,0,0,54,8,20,18,35,4,13,25,71,4,0,0,0,0,0,0,0,0,0,0,13,0,2,6,2,8,3,0,0,0,0,15,0,23,8
"ASV153",0,0,4,0,8,50,0,61,2,43,0,0,7,1,9,4,0,0,0,0,13,0,6,16,2,0,6,5,36,64,77,50,86,3,4,0,0,0,0,0,14,22,17,11,13,0,0,0,0,1,0,2,24,31,19,14,2,29,0,0
"ASV154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV155",0,0,0,0,0,0,18,0,18,3,4,0,5,6,9,10,59,8,21,101,0,1,2,5,1,27,10,12,3,0,1,4,1,33,9,2,15,10,3,4,11,6,12,11,11,5,1,6,12,6,19,23,22,11,13,49,17,4,50,22
"ASV156",0,0,0,0,0,0,30,0,8,0,0,0,0,0,0,15,59,2,13,57,0,7,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,30,71,31,13,0,1,42,0,0,0,3,0,0,6,0,0,5,0
"ASV158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,22,43,0,5,0,0
"ASV159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,92,129,0,0,0,0,0,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,0,0,0,0,39,0,20,76
"ASV160",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,31,196,145,22,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV161",0,21,15,44,0,30,37,33,22,31,25,40,0,44,33,11,13,0,2,26,0,0,4,19,0,15,0,0,43,8,0,61,0,14,0,0,0,0,0,0,0,0,0,5,0,25,8,7,109,6,8,0,0,0,0,0,12,0,10,0
"ASV162",4,9,1,0,0,9,6,11,6,11,11,17,21,10,22,4,14,4,8,27,3,7,3,4,2,19,6,3,5,3,4,6,5,10,3,6,5,7,4,7,24,0,19,18,7,5,0,0,1,1,14,0,36,21,20,44,4,11,4,5
"ASV163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,86,0,25,78,5,0,27,124,15,3,0,0,0,0,0,0,0,0,0,16,8,14,14,6,79,23,67,24,27,0,0,0,0,0,55,16,22,0,8,0,34,14,31,31
"ASV165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,36,26,54,27,11,1,0,28,12,41,46,10,14,0,12,25,1,49,3,74,49,13,54,28,0,0,0,0,49,0,195,19
"ASV166",0,0,0,0,0,4,7,7,9,7,0,9,0,18,0,28,30,8,14,71,32,1,47,134,8,3,4,4,7,1,0,12,1,4,1,20,33,31,30,34,16,4,12,14,10,16,0,3,55,0,16,13,0,0,0,0,18,0,13,15
"ASV167",0,0,0,0,0,0,0,0,0,0,5,7,0,2,0,0,0,3,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,23,345,156,12,297,6,7,3,20,2,0,0,0,0,0,7,32,0,0,0,0,21,0,11,13
"ASV168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,624,281,69,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,34,24,12,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV171",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,21,18,16,12,15,10,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,31,6,46,0,0,0,0,0,0,0,0,0,0
"ASV173",9,24,9,11,16,8,0,0,3,5,92,5,9,124,89,0,5,2,3,11,0,8,0,0,0,22,20,12,34,6,1,13,11,15,26,3,0,1,3,2,25,7,16,35,14,14,25,14,138,5,24,0,2,11,7,26,9,3,17,0
"ASV174",19,136,34,44,102,0,11,0,25,18,30,11,0,47,66,13,0,1,0,0,0,0,13,75,0,8,7,23,18,20,38,28,11,3,10,0,0,0,3,0,0,1,0,0,0,34,7,24,208,4,9,0,0,0,0,0,5,0,0,0
"ASV175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,67,0,19,0,0,0,0,0,0,0,0,0,0
"ASV176",0,0,0,0,0,10,15,9,5,6,0,0,0,0,0,11,22,4,8,7,0,5,7,30,2,5,5,5,2,0,0,0,0,1,4,17,7,8,8,13,36,3,15,19,11,0,0,0,0,0,10,4,18,18,21,30,10,14,8,4
"ASV177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"ASV178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,12,9,15,0,11,0,0,8,0,0,0,5,0,0,26,0,0,8,6,0,0,9,0,25,29,13,30,25,0,0,0,0,0,15,10,6,0,0,0,9,6,0,11
"ASV179",0,0,0,0,0,0,6,0,4,5,0,0,0,0,0,17,0,0,0,0,8,0,17,131,0,7,0,3,4,5,6,11,0,11,0,0,0,0,0,0,9,12,11,17,11,1,3,11,1,3,36,35,0,0,0,0,35,0,81,21
"ASV180",0,0,0,0,0,1,22,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,3,55,92,60,0,0,0,0,0,114,36,0,0,0,0,79,0,155,29
"ASV181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,149,135,0,0,0,0,0,142,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,18,34,327,18,0,0,58,42,44,195,0,16,0,0
"ASV183",0,0,0,0,0,3,31,3,31,8,0,0,0,0,0,8,5,0,3,8,0,0,3,20,1,9,0,0,25,7,6,67,0,6,0,71,9,55,77,27,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,6,0,12,3
"ASV184",0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,19,24,42,14,0,10,0,0,0,1,0,2,11,7,15,8,4,0,0,1,1,17,3,0,12,10,101,10,21,0,0,13,1,2,0,0,6,9,13,2,0,2,0,0
"ASV185",0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,5,0,3,6,4,0,5,0,7,16,15,5,30,5,3,51,5,3,7,15,0,4,7,0,15,1,6,14,0,2,4,1,8,3,7,2,11,7,4,7,6,8,17,3
"ASV186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,15,99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,14,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV188",0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0
"ASV189",3,15,10,0,6,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10,0,23,2,17,3,1,2,8,8,20,2,11,0,4,0,0,0,0,0,1,1,0,0,1,4,12,11,7,8,0,1,0,4,6,0,0,2,0,1
"ASV190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,20,18,26,0,0,0,0,0,142,117,0,0,0,0,102,0,10,159
"ASV191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,30,7,12,0,0,0,0,0,17,4,3,0,2,3,0,15,0,3,14,2,0,0,0,0,0,3,0,0,0,0,0,3,0,13,0
"ASV193",0,0,0,0,0,0,174,9,114,36,0,0,0,0,0,0,24,0,4,30,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV194",0,0,0,0,0,6,0,9,0,7,115,38,216,31,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,286,0,0,0,0,180,0,28,245
"ASV195",0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV196",0,0,0,0,0,0,0,0,0,0,53,214,5,100,43,0,1,0,0,6,0,0,0,0,0,0,0,0,5,6,0,18,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,11,2,1,0,0,0,4,0,12,5
"ASV197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,6,0,5,12,2,0,0,0,5,0,42,22,18,35,11,0,0,0,0,0,0,0,0,0,0
"ASV198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,18,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
